"Referentiecode","ReferentieOmslagcode","Sortering","Referentienummer","Omschrijving (verkort)","Omschrijving","D/C","Nivo","ZZP-Belastingdienst pilot ZOL-AWA","Afrek syst","WoCo","BB","ZZP","Agro","WKR","EZ/VOF","BV","WoCo","Bank","OZW","Nivo5","Uitbr5"
"BVasVioCaeWvr","","C.A.B040","0204020.04","Bijzondere waardeverminderingen","Bijzondere waardeverminderingen ","C","5","","","1","","1","","","1","","","","","1",""
"BVasVioCaeTvw","","C.A.B050","0204020.05","Terugneming van bijzondere waardeverminderingen","Terugneming van bijzondere waardeverminderingen ","D","5","","","1","","1","","","1","","","","","1",""
"BVasVioCaeOve","","C.A.B060","0204020.06","Overboeking van waardevermindering","Overboeking van waardevermindering","D","5","","","1","","1","","","1","","","","","1",""
"BVasVioCaeDes","","C.A.B070","0204020.07","Desinvestering van waardevermindering","Desinvestering van waardevermindering","D","5","","","1","","1","","","1","","","","","1",""
"BVasVioCuh","","C.A.C","0204030","Cumulatieve herwaarderingen","Cumulatieve herwaarderingen ","D","4","","","1","","1","","","1","","","","","",""
"BVasVioCuhBeg","","C.A.C010","0204030.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","D","5","","","1","1","1","","","1","","","","","1",""
"BVasVioCuhRaw","","C.A.C020","0204030.02","Resultaat als gevolg van aanpassingen van de reële waarde","Resultaat als gevolg van aanpassingen van de reële waarde ","D","5","","","1","","1","","","1","","","","","1",""
"BVasVioCuhHer","","C.A.C030","0204030.03","Herwaarderingen commercieel vastgoed in exploitatie","Herwaarderingen commercieel vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasVioCuhDeh","","C.A.C040","0204030.04","Desinvestering herwaarderingen","Desinvestering herwaarderingen","C","5","","","1","","1","","","1","","","","","1",""
"BVasVioCuhEfs","","C.A.C050","0204030.05","Effecten stelselwijziging","Effecten stelselwijziging","D","5","","","1","","1","","","1","","","","","1",""
"BVasSvi","","C.B","0205000","Vastgoedbeleggingen in exploitatie (Daeb)","Vastgoedbeleggingen in exploitatie (Daeb)","D","3","","","1","","1","","","1","","","","","",""
"BVasSviVvp","","C.B.A","0205010","Kostprijs","Kostprijs vastgoedbeleggingen in exploitatie","D","4","","","1","","1","","","1","","","","","",""
"BVasSviVvpBeg","","C.B.A010","0205010.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) vastgoedbeleggingen in exploitatie","D","5","","","1","1","1","","","1","","","","","1",""
"BVasSviVvpIna","","C.B.A020","0205010.02","Initiële verkrijgingen","Initiële verkrijgingen ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpUne","","C.B.A030","0205010.11","Uitgaven na eerste waardering","Uitgaven na eerste waardering ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpAdo","","C.B.A040","0205010.05","Investeringen door overnames","Investeringen door overnames ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpHcv","","C.B.A045","0205010.12","Herclassificaties van en naar vastgoed verkocht onder voorwaarden","Herclassificaties van en naar vastgoed verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpDes","","C.B.A050","0205010.06","Desinvesteringen","Desinvesteringen ","C","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpDda","","C.B.A055","0205010.13","Afstotingen","Afstotingen","C","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpOmv","","C.B.A080","0205010.08","Omrekeningsverschillen","Omrekeningsverschillen ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpOve","","C.B.A085","0205010.09","Overboekingen","Overboekingen ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpOvm","","C.B.A090","0205010.10","Overige mutaties","Overige mutaties ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviVvpHnd","","C.B.A095","0205010.14","Herclassificaties van en naar vastgoed Niet Daeb","Herclassificaties van en naar vastgoed Niet Daeb","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviCae","","C.B.B","0205020","Cumulatieve afschrijvingen en waardeverminderingen","Cumulatieve afschrijvingen en waardeverminderingen ","C","4","","","1"," ","1","","","1","","","","","",""
"BVasSviCaeBeg","","C.B.B010","0205020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","C","5","","","1","1","1","","","1","","","","","1",""
"BVasSviCaeAfs","","C.B.B020","0205020.02","Afschrijvingen","Afschrijvingen ","C","5","","","1","","1","","","1","","","","","1",""
"BVasSviCaeDca","","C.B.B030","0205020.03","Afschrijving op desinvesteringen","Afschrijving op desinvesteringen ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviCaeWvr","","C.B.B040","0205020.04","Bijzondere waardeverminderingen","Bijzondere waardeverminderingen ","C","5","","","1","","1","","","1","","","","","1",""
"BVasSviCaeTvw","","C.B.B050","0205020.05","Terugneming van bijzondere waardeverminderingen","Terugneming van bijzondere waardeverminderingen ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviCaeDes","","C.B.B060","0205020.06","Desinvesteringen bijzondere waardeverminderingen","Desinvesteringen bijzondere waardeverminderingen","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviCaeHcb","","C.B.B070","0205020.07","Herclassificatie bijzondere waardevermindering en afschrijving","Herclassificatie bijzondere waardevermindering en afschrijving","C","5","","","1","","1","","","1","","","","","1",""
"BVasSviCuh","","C.B.C","0205030","Cumulatieve herwaarderingen","Cumulatieve herwaarderingen ","D","4","","","1"," ","1","","","1","","","","","",""
"BVasSviCuhBeg","","C.B.C010","0205030.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","D","5","","","1","1","1","","","1","","","","","1",""
"BVasSviCuhRaw","","C.B.C020","0205030.02","Resultaat als gevolg van aanpassingen van de reële waarde","Resultaat als gevolg van aanpassingen van de reële waarde ","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviCuhHer","","C.B.C030","0205030.03","Herwaarderingen sociaal vastgoed in exploitatie","Herwaarderingen sociaal vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviCuhDeh","","C.B.C040","0205030.04","Desinvestering herwaarderingen","Desinvestering herwaarderingen","C","5","","","1","","1","","","1","","","","","1",""
"BVasSviCuhHch","","C.B.C050","0205030.05","Herclassificatie herwaarderingen","Herclassificatie herwaarderingen","D","5","","","1","","1","","","1","","","","","1",""
"BVasSviCuhEfs","","C.B.C060","0205030.06","Effecten stelselwijziging","Effecten stelselwijziging","D","5","","","1","","1","","","1","","","","","1",""
"BVasCvi","","C.C","0206000","Niet -Daeb-vastgoed in exploitatie","Niet -Daeb-vastgoed in exploitatie","D","3","","","1","","1","","","1","","","","","",""
"BVasCviVvp","","C.C.A","0206010","Kostprijs Niet-Daeb- vastgoed in exploitatie","Kostprijs Niet-Daeb- vastgoed in exploitatie","D","4","","","1","","1","","","1","","","","","",""
"BVasCviVvpBeg","","C.C.A010","0206010.01","Beginbalans commercieel vastgoed in exploitatie","Beginbalans commercieel vastgoed in exploitatie","D","5","","","1","1","1","","","1","","","","","1",""
"BVasCviVvpIna","","C.C.A020","0206010.02","Initiële verkrijgingen ","Initiële verkrijgingen ","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpUne","","C.C.A030","0206010.11","Uitgaven na eerste waardering ","Uitgaven na eerste waardering ","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpAdo","","C.C.A040","0206010.05","Aankopen door overnames commercieel vastgoed in exploitatie","Aankopen door overnames commercieel vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpHcv","","C.C.A045","0206010.12","Herclassificaties van en naar vastgoed verkocht onder voorwaarden","Herclassificaties van en naar vastgoed verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpDes","","C.C.A050","0206010.06","Desinvesteringen commercieel vastgoed in exploitatie","Desinvesteringen commercieel vastgoed in exploitatie","C","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpDda","","C.C.A055","0206010.13","Afstotingen","Afstotingen","C","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpOmv","","C.C.A080","0206010.08","Omrekeningsverschillen commercieel vastgoed in exploitatie","Omrekeningsverschillen commercieel vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpOve","","C.C.A085","0206010.09","Overboekingen commercieel vastgoed in exploitatie","Overboekingen commercieel vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpOvm","","C.C.A090","0206010.10","Overige mutaties commercieel vastgoed in exploitatie","Overige mutaties commercieel vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviVvpHcd","","C.C.A095","0206010.14","Herclassificaties van en naar vastgoed Daeb","Herclassificaties van en naar vastgoed Daeb","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviCae","","C.C.B","0206020","Cumulatieve afschrijvingen en waardeverminderingen Niet-Daeb-vastgoed in exploitatie","Cumulatieve afschrijvingen en waardeverminderingen Niet-Daeb-vastgoed in exploitatie","C","4","","","1","","1","","","1","","","","","",""
"BVasCviCaeBeg","","C.C.B010","0206020.01","Beginbalans commercieel vastgoed in exploitatie","Beginbalans commercieel vastgoed in exploitatie","C","5","","","1","1","1","","","1","","","","","1",""
"BVasCviCaeAfs","","C.C.B020","0206020.02","Afschrijvingen commercieel vastgoed in exploitatie","Afschrijvingen commercieel vastgoed in exploitatie","C","5","","","1","","1","","","1","","","","","1",""
"BVasCviCaeDca","","C.C.B030","0206020.03","Desinvestering cumulatieve afschrijvingen en waardeverminderingen commercieel vastgoed in exploitatie","Desinvestering cumulatieve afschrijvingen en waardeverminderingen commercieel vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviCaeWvr","","C.C.B040","0206020.04","Waardeverminderingen commercieel vastgoed in exploitatie","Waardeverminderingen commercieel vastgoed in exploitatie","C","5","","","1","","1","","","1","","","","","1",""
"BVasCviCaeTvw","","C.C.B050","0206020.05","Terugneming van waardeverminderingen commercieel vastgoed in exploitatie","Terugneming van waardeverminderingen commercieel vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviCaeDes","","C.C.B060","0206020.06","Desinvesteringen bijzondere waardeverminderingen","Desinvesteringen bijzondere waardeverminderingen","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviCaeHcb","","C.C.B070","0206020.07","Herclassificatie bijzondere waardevermindering en afschrijving","Herclassificatie bijzondere waardevermindering en afschrijving","C","5","","","1","","1","","","1","","","","","1",""
"BVasCviCuh","","C.C.C","0206030","Cumulatieve herwaarderingen Niet-Daeb-vastgoed in exploitatie","Cumulatieve herwaarderingen Niet-Daeb-vastgoed in exploitatie","D","4","","","1","","1","","","1","","","","","",""
"BVasCviCuhBeg","","C.C.C010","0206030.01","Beginbalans commercieel vastgoed in exploitatie","Beginbalans commercieel vastgoed in exploitatie","D","5","","","1","1","1","","","1","","","","","1",""
"BVasCviCuhRaw","","C.C.C020","0206030.02","Resultaat als gevolg van aanpassingen van de reële waarde","Resultaat als gevolg van aanpassingen van de reële waarde ","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviCuhHer","","C.C.C030","0206030.03","Herwaarderingen commercieel vastgoed in exploitatie","Herwaarderingen commercieel vastgoed in exploitatie","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviCuhDeh","","C.C.C040","0206030.04","Desinvestering herwaarderingen","Desinvestering herwaarderingen","C","5","","","1","","1","","","1","","","","","1",""
"BVasCviCuhHch","","C.C.C050","0206030.05","Herclassificatie herwaarderingen","Herclassificatie herwaarderingen","D","5","","","1","","1","","","1","","","","","1",""
"BVasCviCuhEfs","","C.C.C060","0206030.06","Effecten stelselwijziging","Effecten stelselwijziging","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzv","","C.D","0207000","Onroerende zaken verkocht onder voorwaarden","Onroerende zaken verkocht onder voorwaarden","D","3","","","1","","1","","","1","","","","","",""
"BVasOzvVvp","","C.D.A","0207010","Verkrijgings- of vervaardigingsprijs onroerende zaken verkocht onder voorwaarden","Verkrijgings- of vervaardigingsprijs onroerende zaken verkocht onder voorwaarden","D","4","","","1","","1","","","1","","","","","",""
"BVasOzvVvpBeg","","C.D.A010","0207010.01","Beginbalans onroerende zaken verkocht onder voorwaarden","Beginbalans onroerende zaken verkocht onder voorwaarden","D","5","","","1","1","1","","","1","","","","","1",""
"BVasOzvVvpIna","","C.D.A020","0207010.02","Investeringen nieuw aangeschaft onroerende zaken verkocht onder voorwaarden","Investeringen nieuw aangeschaft onroerende zaken verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvVvpUne","","C.D.A030","0205010.11","Uitgaven na eerste waardering","Uitgaven na eerste waardering ","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvVvpAdo","","C.D.A040","0207010.05","Aankopen door overnames onroerende zaken verkocht onder voorwaarden","Aankopen door overnames onroerende zaken verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvVvpHcv","","C.D.A045","0207010.12","Herclassificaties van en naar vastgoed verkocht onder voorwaarden","Herclassificaties van en naar vastgoed verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvVvpDes","","C.D.A050","0207010.06","Desinvesteringen onroerende zaken verkocht onder voorwaarden","Desinvesteringen onroerende zaken verkocht onder voorwaarden","C","5","","","1","","1","","","1","","","","","1",""
"BVasOzvVvpDda","","C.D.A055","0207010.13","Afstotingen","Afstotingen","C","5","","","1","","1","","","1","","","","","1",""
"BVasOzvVvpOmv","","C.D.A080","0207010.08","Omrekeningsverschillen onroerende zaken verkocht onder voorwaarden","Omrekeningsverschillen onroerende zaken verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvVvpOve","","C.D.A085","0207010.09","Overboekingen onroerende zaken verkocht onder voorwaarden","Overboekingen onroerende zaken verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvVvpOvm","","C.D.A090","0207010.10","Overige mutaties onroerende zaken verkocht onder voorwaarden","Overige mutaties onroerende zaken verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvCae","","C.D.B","0207020","Cumulatieve afschrijvingen en waardeverminderingen onroerende zaken verkocht onder voorwaarden","Cumulatieve afschrijvingen en waardeverminderingen onroerende zaken verkocht onder voorwaarden","C","4","","","1","","1","","","1","","","","","",""
"BVasOzvCaeBeg","","C.D.B010","0207020.01","Beginbalans onroerende zaken verkocht onder voorwaarden","Beginbalans onroerende zaken verkocht onder voorwaarden","C","5","","","1","1","1","","","1","","","","","1",""
"BVasOzvCaeAfs","","C.D.B020","0207020.02","Afschrijvingen onroerende zaken verkocht onder voorwaarden","Afschrijvingen onroerende zaken verkocht onder voorwaarden","C","5","","","1","","1","","","1","","","","","1",""
"BVasOzvCaeDca","","C.D.B030","0207020.03","Desinvestering cumulatieve afschrijvingen en waardeverminderingen onroerende zaken verkocht onder voorwaarden","Desinvestering cumulatieve afschrijvingen en waardeverminderingen onroerende zaken verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvCaeWvr","","C.D.B040","0207020.04","Waardeverminderingen onroerende zaken verkocht onder voorwaarden","Waardeverminderingen onroerende zaken verkocht onder voorwaarden","C","5","","","1","","1","","","1","","","","","1",""
"BVasOzvCaeTvw","","C.D.B050","0207020.05","Terugneming van waardeverminderingen onroerende zaken verkocht onder voorwaarden","Terugneming van waardeverminderingen onroerende zaken verkocht onder voorwaarden","D","5","","","1","","1","","","1","","","","","1",""
"BVasOzvCuh","","C.D.C","0207030","Cumulatieve herwaarderingen onroerende zaken verkocht onder voorwaarden","Cumulatieve herwaarderingen onroerende zaken verkocht onder voorwaarden","D","4","","","1","","1","","","1","","","","","",""
"BVasOzvCuhBeg","","C.D.C010","0207030.01","Beginbalans onroerende zaken verkocht onder voorwaarden","Beginbalans onroerende zaken verkocht onder voorwaarden","D","5","","","1","1","1","","","1","","","","","1",""
"BVasOzvCuhRaw","","C.D.C020","0207030.02","Resultaat als gevolg van aanpassingen van de reële waarde","Resultaat als gevolg van aanpassingen van de reële waarde ","D","5","","","1","","1","","","1","","","","","1",""
